FileName,VoiceVote,VoiceLevel,FaceVote,FaceLevel,MultiModalVote,MultiModalLevel,is_correct,filecode
1075_TIE_SAD_XX,N,50.4,S,66.5,S,57.33,0.0,S
1075_TIE_ANG_XX,A,54.17,A,79,A,65,1.0,A
1075_TIE_FEA_XX,N,63.89,A,60.75,D:F,62.67:55.00,0.0,F
1075_TIE_DIS_XX,N,57.33,F,60,S,48.8,0.0,D
1075_IOM_NEU_XX,N,64.38,N,75,N,71.57,1.0,N
1075_IOM_HAP_XX,H,56.62,H,71,H,63.75,1.0,H
1075_IOM_SAD_XX,N,56.71,N:S,57.75:59.75,S,45.5,0.0,S
1075_IOM_ANG_XX,A,47,A,46.86,A,43.14,1.0,A
1075_IOM_FEA_XX,N,69.5,D,43.33,F,38.4,0.0,F
1075_IOM_DIS_XX,F:N:S,46.67:66.67:67.00,D:S,64.2:75.0,S,63.57,0.0,D
1075_IWW_NEU_XX,N,68.4,N,68,N,87,1.0,N
1075_IWW_HAP_XX,N,57.33,H,61.67,H,60.7,0.0,H
1075_IWW_SAD_XX,N,50.4,D:S,56.33:59.00,F,52.2,0.0,S
1075_IWW_ANG_XX,A,28.33,A,59,A,57.88,1.0,A
1075_IWW_FEA_XX,F,40.5,F,67.17,F,59.44,1.0,F
1075_IWW_DIS_XX,N,44.83,D,75.43,F,76.75,0.0,D
1075_TAI_NEU_XX,N,56.38,N,74.29,N,86.25,1.0,N
1075_TAI_HAP_XX,H,40,H,67.83,H,63.14,1.0,H
1075_TAI_SAD_XX,S,54,F:N,44.00:70.75,S,34.83,1.0,S
1075_TAI_ANG_XX,A,27.75,A,51.33,A,20.4,1.0,A
1075_TAI_FEA_XX,N,60,N,60.25,F:N,43.50:72.25,0.0,F
1075_TAI_DIS_XX,N,56.67,S,61.2,D:F,63.5:49.5,0.0,D
1075_MTI_NEU_XX,N,67.12,N,71.75,N,61.67,1.0,N
1075_MTI_HAP_XX,H,46.57,H,62.88,H,63,1.0,H
1075_MTI_SAD_XX,S,56,F:S,50.75:54.50,S,40.14,1.0,S
1075_MTI_ANG_XX,N,48.75,A,50.8,S,57.67,0.0,A
1075_MTI_FEA_XX,N,74.33,F,53.33,F,46.25,0.0,F
1075_MTI_DIS_XX,N,41.71,S,58.2,S,63.6,0.0,D
1075_IWL_NEU_XX,N,61.33,N,69,N,64.67,1.0,N
1075_IWL_HAP_XX,N,71.2,H,73.5,H,73.56,0.0,H
1075_IWL_SAD_XX,N,58.78,S,49.29,S,58.5,0.0,S
1075_IWL_ANG_XX,A,69.4,A,66.2,A,69.12,1.0,A
1075_IWL_FEA_XX,N,64.43,F,37.2,S,52.8,0.0,F
1075_IWL_DIS_XX,N,45.75,D:S,88.75:77.00,D,64.75,0.0,D
1075_ITH_NEU_XX,N,66.56,N,73.17,N,72.17,1.0,N
1075_ITH_HAP_XX,H,53.9,H,77.89,H,85.38,1.0,H
1075_ITH_SAD_XX,N,54.2,S,54,N,67.67,0.0,S
1075_ITH_ANG_XX,D,69.2,A:D,54.75:58.50,A,77.75,0.0,A
1075_ITH_FEA_XX,F,50.8,F,56.6,F,53.22,1.0,F
1075_ITH_DIS_XX,N,48,S,63.83,S,55,0.0,D
1075_DFA_NEU_XX,N,64.38,N,64.83,N,70.25,1.0,N
1075_DFA_HAP_XX,H,57.86,H,70.5,H,53.11,1.0,H
1075_DFA_SAD_XX,N,51.14,S,46.78,S,56.89,0.0,S
1075_DFA_ANG_XX,A,74,A,64.89,A,66.14,1.0,A
1075_DFA_FEA_XX,N,56.17,A,50,N,69.25,0.0,F
1075_DFA_DIS_XX,N:S,68.8:34.6,S,71.86,S,65.17,0.0,D
1075_ITS_NEU_XX,N,69.3,D:N:S,66.33:70.67:47.33,N,77,1.0,N
1075_ITS_HAP_XX,H,66.33,H,69.6,H,59.64,1.0,H
1075_ITS_SAD_XX,N,69.17,S,51.75,S,54.5,0.0,S
1075_ITS_ANG_XX,A,74.8,A,65.71,A,74,1.0,A
1075_ITS_FEA_XX,F:N,52.5:58.0,N,79.67,F,59.83,0.0,F
1075_ITS_DIS_XX,N,57.14,D,58,S,51.5,0.0,D
1075_TSI_NEU_XX,N,76.22,N,80.2,N,49.17,1.0,N
1075_TSI_HAP_XX,N,83.67,H,85.33,H,78.9,0.0,H
1075_TSI_SAD_XX,S,57.25,S,69.86,S,57.86,1.0,S
1075_TSI_ANG_XX,A,59,A,51,A,62,1.0,A
1075_TSI_FEA_XX,N,62.6,F,54.67,F,55.5,0.0,F
1075_TSI_DIS_XX,N,64.33,S,80.33,D,75,0.0,D
1075_WSI_NEU_XX,N,68,N,78.75,N,61.25,1.0,N
1075_WSI_HAP_XX,N,40.5,H,75.78,H,73.12,0.0,H
1075_WSI_SAD_XX,N,68.43,S,72.2,S,65.11,0.0,S
1075_WSI_ANG_XX,A,68.88,A,61.9,A,74.25,1.0,A
1075_WSI_FEA_XX,N,55.33,F,75.29,F,46.4,0.0,F
1075_WSI_DIS_XX,N:S,77.0:47.4,S,70.88,S,49.83,0.0,D
1076_IEO_NEU_XX,N,72,N,66.2,N,78,1.0,N
1076_IEO_HAP_LO,N,60.67,H,70.71,H,56.7,0.0,H
1076_IEO_HAP_MD,N,74.56,H,87.9,H,69,0.0,H
1076_IEO_HAP_HI,H,70.11,H,82.3,H,69.12,1.0,H
1076_IEO_SAD_LO,N,52.14,D,53.4,S,70.25,0.0,S
1076_IEO_SAD_MD,N,47.88,S,52.2,D,55.75,0.0,S
1076_IEO_SAD_HI,S,72.17,S,81.14,S,58.75,1.0,S
1076_IEO_ANG_LO,A,61.12,S,55.6,D,58.4,1.0,A
1076_IEO_ANG_MD,D,55.38,A,57,A,78,0.0,A
1076_IEO_ANG_HI,A,66.43,D,66.29,A,62.33,1.0,A
1076_IEO_FEA_LO,N,43,S,49,F,39.2,0.0,F
1076_IEO_FEA_MD,N,84,F:S,63.67:59.67,S,41,0.0,F
1076_IEO_FEA_HI,F,65.33,F,69.33,F,74.78,1.0,F
1076_IEO_DIS_LO,N,56,D,71.88,D,57.67,0.0,D
1076_IEO_DIS_MD,N,58,D,65.8,D,75.12,0.0,D
1076_IEO_DIS_HI,N,68.5,S,85.17,D,74.33,0.0,D
1076_TIE_NEU_XX,N,62,N,63.33,N,79.17,1.0,N
1076_TIE_HAP_XX,A:H,26.0:71.5,H,82.11,H,60.7,0.0,H
1076_TIE_SAD_XX,N,80,S,70.44,S,68.33,0.0,S
1076_TIE_ANG_XX,A,56.38,A,58.4,A,56.67,1.0,A
1076_TIE_FEA_XX,N,53.2,N,73.75,F,50.22,0.0,F
1076_TIE_DIS_XX,A:D,62.50:59.75,D,78.9,D,80.9,0.0,D
1076_IOM_NEU_XX,N,83.5,N,61.67,N,75.6,1.0,N
1076_IOM_HAP_XX,H,60.86,H,77.3,H,75.11,1.0,H
1076_IOM_SAD_XX,N,87.88,S,48.6,S,54.14,0.0,S
1076_IOM_ANG_XX,D,60.6,D,51.33,D,60.57,0.0,A
1076_IOM_FEA_XX,N,64.75,N,59.8,S,51.5,0.0,F
1076_IOM_DIS_XX,D:N,73:65,D,74.3,D,78.78,0.0,D
1076_IWW_NEU_XX,N,74.75,N,73.17,N,58.4,1.0,N
1076_IWW_HAP_XX,A,49.25,H,78.75,H,80.29,0.0,H
1076_IWW_SAD_XX,F,25.2,N,67.75,F,58.33,0.0,S
1076_IWW_ANG_XX,A,69.86,D,63.2,A,69.88,1.0,A
1076_IWW_FEA_XX,F,48.2,S,64.6,F,62,1.0,F
1076_IWW_DIS_XX,F,34.5,D,74.67,D,60.67,0.0,D
1076_TAI_NEU_XX,N,56.29,S,46.83,S,58.33,1.0,N
1076_TAI_HAP_XX,H,47.8,H,88.9,H,72.1,1.0,H
1076_TAI_SAD_XX,N,56.4,S,48.17,D,48.2,0.0,S
1076_TAI_ANG_XX,A,47,A,45.25,D,55.71,1.0,A
1076_TAI_FEA_XX,F,59.83,F,64.86,F,65,1.0,F
1076_TAI_DIS_XX,N,68.33,S,55.8,D,75.78,0.0,D
1076_MTI_NEU_XX,N,51.57,N,72,N,79.5,1.0,N
1076_MTI_HAP_XX,N,52.5,H,63.6,H,59.89,0.0,H
1076_MTI_SAD_XX,N,59.8,S,61,S,59.12,0.0,S
1076_MTI_ANG_XX,D:N,63.33:79.33,D,61.33,D,61.17,0.0,A
1076_MTI_FEA_XX,N,62,F,53.75,S,60.83,0.0,F
1076_MTI_DIS_XX,N,55.6,D,62.12,D,63.29,0.0,D
1076_IWL_NEU_XX,N,71,N,71.5,N,65.5,1.0,N
1076_IWL_HAP_XX,A,26.25,H,79.7,H,57,0.0,H
1076_IWL_SAD_XX,N,46.38,S,67.75,N,62.25,0.0,S
1076_IWL_ANG_XX,N,41.25,A,65.14,A,49.33,0.0,A
1076_IWL_FEA_XX,N,72,S,73,S,58.33,0.0,F
1076_IWL_DIS_XX,N,57,S,62.5,D,47.25,0.0,D
1076_ITH_NEU_XX,N,73.86,N,72.2,N,87,1.0,N
1076_ITH_HAP_XX,N,65.4,H,81.22,H,76.89,0.0,H
1076_ITH_SAD_XX,F,55.75,D:S,53.00:41.67,N,68.33,0.0,S
1076_ITH_ANG_XX,D,61.5,D,70.4,D,65.75,0.0,A
1076_ITH_FEA_XX,N,39.5,F,39,F,48.17,0.0,F
1076_ITH_DIS_XX,N,50.8,D,78.1,D,66.5,0.0,D
1076_DFA_NEU_XX,N,72,N,78,N,68.86,1.0,N
1076_DFA_HAP_XX,N,94.4,H,72.56,H,56.25,0.0,H
1076_DFA_SAD_XX,N,65.5,S,53.17,S,45.4,0.0,S
1076_DFA_ANG_XX,A,51.5,A:N,46.5:38.0,A,47.62,1.0,A
1076_DFA_FEA_XX,N,56,F,49.83,F:S,65.33:64.00,0.0,F
1076_DFA_DIS_XX,N,50.8,D,71,D,67.5,0.0,D
1076_ITS_HAP_XX,H,68.6,H,82,H,72.33,1.0,H
1076_ITS_SAD_XX,N,84,N,72.25,N,67.25,0.0,S
1076_ITS_ANG_XX,D,49.8,D,64.29,D,49.17,0.0,A
1076_ITS_FEA_XX,F:N,56.25:75.50,S,59.17,F,56.8,0.0,F
1076_ITS_DIS_XX,N,47.71,D,71,D,67,0.0,D
1076_TSI_NEU_XX,N,71.71,N:S,69.75:45.00,N,77,1.0,N
1076_TSI_HAP_XX,H:N,77.5:58.0,H,63.5,H,63.33,0.0,H
1076_TSI_SAD_XX,N,32,S,69,N,65.4,0.0,S
1076_TSI_ANG_XX,A,63.5,A,48.17,A,64.14,1.0,A
1076_TSI_FEA_XX,F,55.88,F,63.88,F,67.44,1.0,F
1076_TSI_DIS_XX,N,45.2,D,68.62,D,81.1,0.0,D
1076_WSI_NEU_XX,D,64.75,N,67,N,66.62,0.0,N
1076_WSI_HAP_XX,H,68.29,H,72.9,H,75.3,1.0,H
1076_WSI_SAD_XX,N,53,D:N,54:78,N,67.4,0.0,S
1076_WSI_ANG_XX,A,69.67,A,83.5,A,56,1.0,A
1076_WSI_FEA_XX,D,48.2,S,70.4,F:S,64.75:59.00,0.0,F
1076_WSI_DIS_XX,D,44.8,D,79.25,D,83.17,1.0,D
1077_IEO_NEU_XX,N,63.62,N,65.6,N,64.6,1.0,N
1077_IEO_HAP_LO,N,85.25,H,82.33,H,70.9,0.0,H
1077_IEO_HAP_MD,N,72.86,H,84.3,H,78.75,0.0,H
1077_IEO_HAP_HI,N,57.4,H,78,H,80.78,0.0,H
1077_IEO_SAD_LO,N,81.25,N,68.2,N,87.22,0.0,S
1077_IEO_SAD_MD,N,58.86,N,79.88,N,78.33,0.0,S
1077_IEO_SAD_HI,N,56.12,S,59.8,N:S,64.5:86.5,0.0,S
1077_IEO_ANG_LO,N,66.33,N,65.33,N,78.5,0.0,A
1077_IEO_ANG_MD,A,66.25,N,68,A,51.8,1.0,A
1077_IEO_ANG_HI,A,92.12,A,81.8,A,87.1,1.0,A
1077_IEO_FEA_LO,N,55.25,N,57.33,N,61.1,0.0,F
1077_IEO_FEA_MD,N,63.5,N,72.62,N,78.62,0.0,F
1077_IEO_FEA_HI,N,68.71,F,55.25,F,64.7,0.0,F
1077_IEO_DIS_LO,N,55.11,D,58.88,N,88,0.0,D
1077_IEO_DIS_MD,N,60.4,D,52.5,D,29.5,0.0,D
1077_IEO_DIS_HI,N,60.88,D,52,D,53.5,0.0,D
1077_TIE_NEU_XX,N,67.43,N,64.88,N,65.67,1.0,N
1077_TIE_HAP_XX,N,56.5,H,86.11,H,67.17,0.0,H
1077_TIE_SAD_XX,N,63.75,N,55.44,N,72.71,0.0,S
1077_TIE_ANG_XX,A,44.12,A,52,A,30.78,1.0,A
1077_TIE_FEA_XX,A,43.5,N,63.33,D,37.67,0.0,F
1077_TIE_DIS_XX,N,58.75,D,52.57,D,50.75,0.0,D
1077_IOM_NEU_XX,N,82.5,N,79,N,69.62,1.0,N
1077_IOM_HAP_XX,N,53.88,H,83.9,H,77.1,0.0,H
1077_IOM_SAD_XX,N,72.67,N,63.67,N,65.75,0.0,S
1077_IOM_ANG_XX,N,65.2,A,68,A,75.22,0.0,A
1077_IOM_FEA_XX,N,69.14,F,67.62,A:F,34.67:75.33,0.0,F
1077_IOM_DIS_XX,N,56.43,D,70.2,D,55.4,0.0,D
1077_IWW_NEU_XX,N,79.86,N,63.5,N,76.4,1.0,N
1077_IWW_HAP_XX,N,54.29,H,84.57,H,78.56,0.0,H
1077_IWW_SAD_XX,N,76,N,86.2,N,79.25,0.0,S
1077_IWW_ANG_XX,D,61.6,A,72.29,A,67,0.0,A
1077_IWW_FEA_XX,A:D,61.25:61.50,A,55.5,F,73.5,0.0,F
1077_IWW_DIS_XX,N,74.6,D,58.2,D,73.1,0.0,D
1077_TAI_NEU_XX,N,78,N,65.86,N,76.5,1.0,N
1077_TAI_HAP_XX,N,66.33,H,82.78,H,79.4,0.0,H
1077_TAI_SAD_XX,N,63.5,N,67.43,N:S,81:68,0.0,S
1077_TAI_ANG_XX,D,62.25,A,68,A,57.56,0.0,A
1077_TAI_FEA_XX,D:N,54.67:71.67,N,64,N,60,0.0,F
1077_TAI_DIS_XX,D,64.2,D,74,D,80,1.0,D
1077_MTI_NEU_XX,N,84.57,N,78.89,N,74.5,1.0,N
1077_MTI_HAP_XX,N,67,H,52.33,H,60.18,0.0,H
1077_MTI_SAD_XX,N,71,N,70,N,72.29,0.0,S
1077_MTI_ANG_XX,N,64,A,63.25,N,80,0.0,A
1077_MTI_FEA_XX,N,68.14,F,42,F,37,0.0,F
1077_MTI_DIS_XX,N,59.83,D,61.2,D,70.25,0.0,D
1077_IWL_NEU_XX,N,79.11,N,66.75,N,60.75,1.0,N
1077_IWL_HAP_XX,N,67.33,H,52,H,57.22,0.0,H
1077_IWL_SAD_XX,N,72.25,N,77.33,N,73.43,0.0,S
1077_IWL_ANG_XX,A,61,A,51.71,A,57.8,1.0,A
1077_IWL_FEA_XX,N,65.33,D:F:N,44.33:37.67:69.67,A,32,0.0,F
1077_IWL_DIS_XX,D:N,59.67:75.00,D,67.86,D,56.6,0.0,D
1077_ITH_NEU_XX,N,50.43,N,81.57,N,59.5,1.0,N
1077_ITH_HAP_XX,N,78.33,H,72,H,81.3,0.0,H
1077_ITH_SAD_XX,N,79.29,N,84.4,N,56.33,0.0,S
1077_ITH_ANG_XX,A,61,A:D,54.00:66.25,A,63.88,1.0,A
1077_ITH_FEA_XX,N,71.75,N,66.25,N,66.43,0.0,F
1077_ITH_DIS_XX,N,88.67,D,51.4,F,56.5,0.0,D
1077_DFA_NEU_XX,N,62.83,N,70.25,N,87.43,1.0,N
1077_DFA_HAP_XX,N,69.9,H,64.4,H,73.5,0.0,H
1077_DFA_SAD_XX,N,63.44,N,77,N,83.44,0.0,S
1077_DFA_ANG_XX,A:N,54.5:57.0,A,52.11,A,47.12,0.0,A
1077_DFA_FEA_XX,N,59.57,N,79,N,64.4,0.0,F
1077_DFA_DIS_XX,A:N,67.00:83.33,A,62,D,55.29,0.0,D
1077_ITS_NEU_XX,N,75.8,N,80.33,N,76.56,1.0,N
1077_ITS_HAP_XX,H:N,48.0:76.5,H,64,H,85.11,0.0,H
1077_ITS_SAD_XX,N,80.56,N,69,N,76.62,0.0,S
1077_ITS_ANG_XX,A:D,28.00:59.67,A:D,72.6:61.0,A,66.75,0.0,A
1077_ITS_FEA_XX,N,58.6,F,52.8,N,84.83,0.0,F
1077_ITS_DIS_XX,D:S,52.00:56.67,D,62.67,D,59.75,0.0,D
1077_TSI_NEU_XX,N,76.75,N,75.4,N,73,1.0,N
1077_TSI_HAP_XX,N,67.29,H,79,H,75.14,0.0,H
1077_TSI_SAD_XX,N,62.62,N,76.22,N,63.5,0.0,S
1077_TSI_ANG_XX,F,72.67,A,53,A,55.67,0.0,A
1077_TSI_FEA_XX,N,65.17,S,44.83,N,76.43,0.0,F
1077_TSI_DIS_XX,N,67.7,D,66.8,D,47.2,0.0,D
1077_WSI_NEU_XX,N,53.5,N,65,N,79.43,1.0,N
1077_WSI_HAP_XX,D,37,H,62.89,H,53.6,0.0,H
1077_WSI_SAD_XX,A:N,25.33:58.33,N,68.5,N,67,0.0,S
1077_WSI_ANG_XX,A:D,66.5:66.5,A,52.25,A,64.56,0.0,A
1077_WSI_FEA_XX,A:D,27.25:56.50,F:N,41.75:57.00,N,84.8,0.0,F
1077_WSI_DIS_XX,A,53,D,74,D,51.17,0.0,D
1078_IEO_NEU_XX,N,56.29,N,76.14,N,82.56,1.0,N
1078_IEO_HAP_LO,N,79.67,H,68.78,H,63.75,0.0,H
1078_IEO_HAP_MD,H,63.33,H,81.55,H,87.67,1.0,H
1078_IEO_HAP_HI,F,74.67,H,76.38,H,82.33,0.0,H
1078_IEO_SAD_LO,N,51,N,75.4,N,86.71,0.0,S
1078_IEO_SAD_MD,N:S,62.67:51.33,D:S,39:58,F,41,0.0,S
1078_IEO_SAD_HI,S,75,F,46.67,F,58.67,1.0,S
1078_IEO_ANG_LO,N,70.25,A,56.17,A,43,0.0,A
1078_IEO_ANG_MD,A,70.8,A,78.86,A,74.29,1.0,A
1078_IEO_ANG_HI,A,93.88,A,95.12,A,82.4,1.0,A
1078_IEO_FEA_LO,N,82.75,N,76,F,54.2,0.0,F
1078_IEO_FEA_MD,F:S,52.00:77.67,A,26.25,F,64.83,0.0,F
1078_IEO_FEA_HI,F,70.38,F,68.44,F,80.86,1.0,F
1078_IEO_DIS_LO,N,57.8,D,71.14,D,71.2,0.0,D
1078_IEO_DIS_MD,F,50.75,D:S,62.00:57.25,D,79.62,0.0,D
1078_IEO_DIS_HI,S,60,D,83.6,D,82.11,0.0,D
1078_TIE_NEU_XX,N,60.62,N,72.62,N,82.11,1.0,N
1078_TIE_HAP_XX,A:N,63.33:37.33,H,77.1,H,72.9,0.0,H
1078_TIE_SAD_XX,N,62.57,N,66.11,N,71.71,0.0,S
1078_TIE_ANG_XX,A,38.83,A,81,A,69.11,1.0,A
1078_TIE_FEA_XX,F,44.5,F,55.4,F,61.17,1.0,F
1078_TIE_DIS_XX,S,80,D,74.17,D,69.78,0.0,D
1078_IOM_NEU_XX,N,79.33,N,67.5,N,81.17,1.0,N
1078_IOM_HAP_XX,H,46,H,83.3,H,74.7,1.0,H
1078_IOM_SAD_XX,N:S,68.00:62.25,S,55,N:S,55.8:49.8,0.0,S
1078_IOM_ANG_XX,A,72.88,A,86.2,A,74.89,1.0,A
1078_IOM_FEA_XX,N,35.2,F,60,F,56.25,0.0,F
1078_IOM_DIS_XX,F,78,D,72,D,77,0.0,D
1078_IWW_NEU_XX,N,60,N,62.29,N,73.2,1.0,N
1078_IWW_HAP_XX,N,62,H,93.33,H,73.67,0.0,H
1078_IWW_SAD_XX,N,33.75,D:N,27.33:71.00,F,56.33,0.0,S
1078_IWW_ANG_XX,F,54.62,A,72.67,A,72.6,0.0,A
1078_IWW_FEA_XX,F,78.83,F,44.8,F,43.29,1.0,F
1078_IWW_DIS_XX,N,35,D,70.44,D,69.67,0.0,D
1078_TAI_NEU_XX,N,77.8,N,67.3,N,77.75,1.0,N
1078_TAI_HAP_XX,H:N,87.00:55.33,H,56.12,H,72.8,0.0,H
1078_TAI_SAD_XX,N,52.6,N,73.25,S,46.57,0.0,S
1078_TAI_ANG_XX,A,70.83,A,80.89,A,85.86,1.0,A
1078_TAI_FEA_XX,F,51.5,F,62.25,F,83.75,1.0,F
1078_TAI_DIS_XX,D:S,48.00:35.67,D,68.83,D,75.71,0.0,D
1078_MTI_NEU_XX,N,47.12,N,71,N,78,1.0,N
1078_MTI_HAP_XX,F:N,44.33:68.00,H,75.2,H,70.9,0.0,H
1078_MTI_SAD_XX,S,49.88,N,66.8,S,44.14,1.0,S
1078_MTI_ANG_XX,A,51.75,A,84,A,87.8,1.0,A
1078_MTI_FEA_XX,F,62,F,58.5,F,59.22,1.0,F
1078_MTI_DIS_XX,S,50,D,65.71,D,74.5,0.0,D
1078_IWL_NEU_XX,N,83.88,N,49.33,N,62.75,1.0,N
1078_IWL_HAP_XX,N,80.67,H,81.4,H,73.67,0.0,H
1078_IWL_SAD_XX,S,42.4,S,56,S,57.33,1.0,S
1078_IWL_ANG_XX,A,43.43,A,74.43,A,75.89,1.0,A
1078_IWL_FEA_XX,F,53.2,F,61.22,F,61.12,1.0,F
1078_IWL_DIS_XX,N,63.5,D,71.5,D,76.57,0.0,D
1078_ITH_NEU_XX,N,68.6,N,64.5,N,85.12,1.0,N
1078_ITH_HAP_XX,H,69.17,H,79.4,H,89.7,1.0,H
1078_ITH_SAD_XX,S,62.75,S,39.2,F,49.6,1.0,S
1078_ITH_ANG_XX,A,60.83,A,83.62,A,68.89,1.0,A
1078_ITH_FEA_XX,F,55.83,F,47.38,F,60.25,1.0,F
1078_ITH_DIS_XX,D,72.2,A:D,65.8:68.2,D,76,1.0,D
1078_DFA_NEU_XX,N,54,N,58.25,N,68,1.0,N
1078_DFA_HAP_XX,H,71.5,H,75.33,H,78,1.0,H
1078_DFA_SAD_XX,N,63.75,N,68.75,S,45.5,0.0,S
1078_DFA_ANG_XX,A,75.78,A,68.78,A,79.67,1.0,A
1078_DFA_FEA_XX,F,55.17,F,79.33,F,71.78,1.0,F
1078_DFA_DIS_XX,D,58.57,D,57.89,D,61.29,1.0,D
1078_ITS_NEU_XX,N,61,N,62.62,N,77.38,1.0,N
1078_ITS_HAP_XX,H,51.5,H,76.25,H,75.33,1.0,H
1078_ITS_SAD_XX,F:S,53.0:49.5,S,53.5,S,56.2,0.0,S
1078_ITS_ANG_XX,A,78.62,A,79.9,A,78.11,1.0,A
1078_ITS_FEA_XX,F,59.62,F,61.67,F,78.25,1.0,F
1078_ITS_DIS_XX,D,64.17,D,80.56,D,72.9,1.0,D
1078_TSI_NEU_XX,N,73.86,N,55,N,62.62,1.0,N
1078_TSI_HAP_XX,H,61.14,H,80.4,H,82.9,1.0,H
1078_TSI_SAD_XX,N,67.75,S,65.8,S,43.2,0.0,S
1078_TSI_ANG_XX,A,74.43,A,74.67,A,75,1.0,A
1078_TSI_FEA_XX,F,79,F,73.5,F,75.88,1.0,F
1078_TSI_DIS_XX,D,79.75,D,71.88,D,77,1.0,D
1078_WSI_NEU_XX,N,65.6,N,75.11,N,57.67,1.0,N
1078_WSI_HAP_XX,F,53.5,H,82.56,H,77.43,0.0,H
1078_WSI_SAD_XX,A:S,50.0:46.5,S,63.4,S,50.75,0.0,S
1078_WSI_ANG_XX,A,75.7,A,86.44,A,71,1.0,A
1078_WSI_FEA_XX,S,63.6,F,80.33,F,70.44,0.0,F
1078_WSI_DIS_XX,A,55.14,D,85.57,D,78.25,0.0,D
1079_IEO_NEU_XX,N,83.88,N,83.78,N,79.22,1.0,N
1079_IEO_HAP_LO,H,32.33,H,59.6,H,69.75,1.0,H
1079_IEO_HAP_MD,H,69.6,H,89.09,H,73.64,1.0,H
1079_IEO_HAP_HI,H,68.71,H,95.18,H,91.4,1.0,H
1079_IEO_SAD_LO,S,50.8,S,56,S,65,1.0,S
1079_IEO_SAD_MD,N:S,62.25:45.25,N,83.25,S,59.89,0.0,S
1079_IEO_SAD_HI,N,66.67,N:S,66.00:60.25,N,56.2,0.0,S
1079_IEO_ANG_LO,A,45.17,D,75.5,A,55.86,1.0,A
1079_IEO_ANG_MD,A,62.25,A,77,A,81.4,1.0,A
1079_IEO_ANG_HI,A,94.89,A,79.8,A,82.2,1.0,A
1079_IEO_FEA_LO,N,64.6,H,59.75,D,27.75,0.0,F
1079_IEO_FEA_MD,N,72.75,D,60.71,D:F:S,43.67:68.33:39.00,0.0,F
1079_IEO_FEA_HI,H,88.75,F,66.2,F,92.25,0.0,F
1079_IEO_DIS_LO,N,56.75,D,55.75,D,46.56,0.0,D
1079_IEO_DIS_MD,N,43.6,F,54,D,55.25,0.0,D
1079_IEO_DIS_HI,A,51.5,F,81.25,D,66.57,0.0,D
1079_TIE_NEU_XX,N,76,N,77,N:S,73.0:40.6,1.0,N
1079_TIE_HAP_XX,H,56.5,H,81.71,H,88.2,1.0,H
1079_TIE_SAD_XX,S,45.4,N,64.6,N,83.8,1.0,S
1079_TIE_ANG_XX,A,81.67,A,62,A,78.4,1.0,A
1079_TIE_FEA_XX,A,60.75,A,67.67,A,51,0.0,F
1079_TIE_DIS_XX,D:N,55.00:68.25,D,68.67,D,62.44,0.0,D
1079_IOM_NEU_XX,N,80.38,N,76.75,N,85.89,1.0,N
1079_IOM_HAP_XX,H,60.62,H,65,H,67.38,1.0,H
1079_IOM_SAD_XX,N,53,S,56,S,53.8,0.0,S
1079_IOM_ANG_XX,A,44.86,A,68.6,A,48.75,1.0,A
1079_IOM_FEA_XX,F,59.25,F,64.09,F,78.9,1.0,F
1079_IOM_DIS_XX,D,43.8,D:F,63.00:59.25,D,56,1.0,D
1079_IWW_NEU_XX,N,82.33,N,80.57,N,87.17,1.0,N
1079_IWW_HAP_XX,H,67.62,H,72.88,H,69.9,1.0,H
1079_IWW_SAD_XX,F,36.86,S,46.4,F,54.2,0.0,S
1079_IWW_ANG_XX,D,57.17,D,60.12,D,86.83,0.0,A
1079_IWW_FEA_XX,F:S,70.00:51.75,F,59.71,F,85.33,0.0,F
1079_IWW_DIS_XX,D,49.67,D,77,D:F,82.0:60.6,1.0,D
1079_TAI_NEU_XX,N,71.5,N,66.33,N,87.75,1.0,N
1079_TAI_HAP_XX,H,71.43,H,88.8,H,79.33,1.0,H
1079_TAI_SAD_XX,N:S,74.33:37.67,N,65.8,S,70.6,0.0,S
1079_TAI_ANG_XX,A,46.75,A,59.43,A,55.33,1.0,A
1079_TAI_FEA_XX,F,68.9,F,65.17,F,76,1.0,F
1079_TAI_DIS_XX,D:F,72.75:55.00,D,79.14,D,70,0.0,D
1079_MTI_NEU_XX,N,67.67,N,66.29,N,69.57,1.0,N
1079_MTI_HAP_XX,H,78.44,H,86,H,69.9,1.0,H
1079_MTI_SAD_XX,N,80,N,62.25,N,84.71,0.0,S
1079_MTI_ANG_XX,D,70.75,A,62.5,A,77.25,0.0,A
1079_MTI_FEA_XX,F,65.2,F,60.14,F,74.14,1.0,F
1079_MTI_DIS_XX,N,48.5,D,78.83,D,75.38,0.0,D
1079_IWL_NEU_XX,N,74.62,N,71.86,N,72,1.0,N
1079_IWL_HAP_XX,H,73.83,H,81.44,H,77.5,1.0,H
1079_IWL_SAD_XX,N,64.38,S,62,S,48.57,0.0,S
1079_IWL_ANG_XX,D,72.5,A,70.75,A,83,0.0,A
1079_IWL_FEA_XX,S,53.71,F,69.67,F,69.33,0.0,F
1079_IWL_DIS_XX,N,53.71,D,63,S,57,0.0,D
1079_ITH_NEU_XX,N,51.88,N,65.56,N,76,1.0,N
1079_ITH_HAP_XX,H,53.33,H,81.11,H,74.09,1.0,H
1079_ITH_SAD_XX,S,61.5,S,57.75,S,58,1.0,S
